id,name,aliases,latitude,longitude,category_id,category_de,group_id,fame_id,region,description,note,access,quality,quality_label,source,research,photo_page,photo_author,photo_license,photo_license_url,merged_records
375,Arboretet på Milde,,60.256594,5.27465,culture,Garten und Kulturort,culture,local_tip,Vestland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/26635282,,,,,,1
376,Borrehaugene,Borrehaugene – Horten,59.383395,10.471334,culture,Garten und Kulturort,culture,local_tip,Vestfold,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/1710084597,,https://commons.wikimedia.org/wiki/File:Borreparken_20100327-1.JPG,Hans A. Rosbach,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,2
377,Gardnos Crater,Gardnos Crater – Nesbyen,60.633911,9.008075,culture,Garten und Kulturort,culture,local_tip,Buskerud,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/741473160,,https://commons.wikimedia.org/wiki/File:Gardnos_meteorite_park_1.jpg,Netha Hussain,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2
378,Dalen hotel,Dalen hotel – Tokke,59.443651,8.011332,culture,Garten und Kulturort,culture,local_tip,Telemark,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/11222211828,,https://commons.wikimedia.org/wiki/File:Bei_Dalen.jpg,"Falk Lademann from Neerach, Switzerland",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,2
379,Tautra kloster,Tautra kloster – Frosta,63.584176,10.622018,culture,Garten und Kulturort,culture,local_tip,Trøndelag,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/5002842,,https://commons.wikimedia.org/wiki/File:Klosterruinene_p%C3%A5_Tautra.jpg,GuoJunjun,CC BY-SA 3.0 no,https://creativecommons.org/licenses/by-sa/3.0/no/,2
380,Muséhagen,,60.387307,5.320913,culture,Garten und Kulturort,culture,local_tip,Vestland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/relation/6207243,,,,,,1
381,Stoplesteinan,Stoplesteinan – Eigersund,58.43961,6.014373,culture,Garten und Kulturort,culture,local_tip,Rogaland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/165777845,,https://commons.wikimedia.org/wiki/File:Cottage_-_panoramio_(2).jpg,logopop,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,2
382,Stavanger Botanisk Hage,,58.939978,5.702411,culture,Garten und Kulturort,culture,local_tip,Rogaland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/468654393,,,,,,1
383,Kviteseid Bygdetun,Kviteseid Bygdetun – Kviteseid,59.355109,8.5218,culture,Garten und Kulturort,culture,local_tip,Telemark,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/156179084,,"https://commons.wikimedia.org/wiki/File:Kviteseid_Bygdemuseum,_Kvitseid,_Telemark,_Norway_(81580057).jpg",trolvag,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,2
384,Kvitskriuprestan,Kvitskriuprestan – Sel,61.811424,9.605308,culture,Garten und Kulturort,culture,local_tip,Innlandet,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/811371982,,,,,,2
385,Svinviks arboretum,,62.852525,8.630629,culture,Garten und Kulturort,culture,local_tip,Møre og Romsdal,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/relation/4840919,,,,,,1
386,Odden Hagen,,58.584564,7.795275,culture,Garten und Kulturort,culture,local_tip,Agder,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/1411933319,,,,,,1
387,Kneiken felleshage,,63.42661,10.405582,culture,Garten und Kulturort,culture,local_tip,Trøndelag,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/1210624477,,,,,,1
388,Brundalen Borettslag Parsellhager,,63.415433,10.483977,culture,Garten und Kulturort,culture,local_tip,Trøndelag,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/1051392289,,,,,,1
389,Posebyen,Posebyen – Kristiansand,58.149131,7.998236,culture,Garten und Kulturort,culture,local_tip,Agder,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/1416985560,,"https://commons.wikimedia.org/wiki/File:Kristiansand,_Skippergata_ved_Kronprinsens_gate.JPG",Siri Johannessen,CC BY-SA 3.0 no,https://creativecommons.org/licenses/by-sa/3.0/no/,2
390,Mølen gravrøyser,Mølen gravrøyser – Larvik,58.970198,9.830165,culture,Garten und Kulturort,culture,local_tip,Vestfold,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/1124778472,,https://commons.wikimedia.org/wiki/File:Rock_wetted_by_waves_(Unsplash).jpg,Andreas Rønningen andozo,CC0,https://creativecommons.org/publicdomain/zero/1.0/,2
391,Rosariet,,60.252406,5.270323,culture,Garten und Kulturort,culture,local_tip,Vestland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/way/1326460372,,,,,,1
392,Urtehagen,,58.940018,5.702021,culture,Garten und Kulturort,culture,local_tip,Rogaland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/6307250510,,,,,,1
393,Staudehagen,,58.940321,5.702092,culture,Garten und Kulturort,culture,local_tip,Rogaland,"Ein regionaler Garten, geologischer Ort oder kleines Kulturziel, das eine Norwegenreise um einen ungewöhnlichen Stopp ergänzt.","Zugang, Eintritt und Saisonzeiten prüfen.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/6307250509,,,,,,1
394,Huskebråtan,Huskebråtan – Eidsvoll,60.314675,11.26415,picnic,Rastplatz in der Natur,roadtrip,local_tip,Akershus,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/501349677,,https://commons.wikimedia.org/wiki/File:Eidsvoll_prestegard.jpg,Mahlum,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,2
395,Kosevika friområde,Kosevika friområde – Kristiansand,58.075984,7.847044,picnic,Rastplatz in der Natur,roadtrip,local_tip,Agder,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1482308767,,,,,,2
396,Holemark,Holemark – Voss,60.645177,6.057295,picnic,Rastplatz in der Natur,roadtrip,local_tip,Vestland,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/830588376,,,,,,2
397,Lerøys plass,Lerøys plass – Kristiansund,63.116768,7.797445,picnic,Rastplatz in der Natur,roadtrip,local_tip,Møre og Romsdal,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/10188202518,,https://commons.wikimedia.org/wiki/File:Kristiansund_seen_from_Kvernberget.JPG,Harald Oppedal,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,2
398,Kvernbenken,Kvernbenken – Kristiansund,63.116495,7.806183,picnic,Rastplatz in der Natur,roadtrip,local_tip,Møre og Romsdal,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/10877674395,,https://commons.wikimedia.org/wiki/File:Kristiansund_seen_from_Kvernberget.JPG,Harald Oppedal,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,2
399,Lensmannsvangen,Lensmannsvangen – Eidsvoll,60.360411,11.152188,picnic,Rastplatz in der Natur,roadtrip,local_tip,Akershus,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1366446714,,,,,,2
400,Bokkedalen,Bokkedalen – Eidsvoll,60.305785,11.346201,picnic,Rastplatz in der Natur,roadtrip,local_tip,Akershus,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1841725473,,,,,,2
401,Mosaviki,Mosaviki – Luster,61.294738,7.258239,picnic,Rastplatz in der Natur,roadtrip,local_tip,Vestland,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/2320525184,,https://commons.wikimedia.org/wiki/File:Christianelyst_i_Solvorn_2018-2.jpg,Bjørn Erik Pedersen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2
402,Øvre Teiatjønna,Øvre Teiatjønna – Melhus,63.199455,10.505722,picnic,Rastplatz in der Natur,roadtrip,local_tip,Trøndelag,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/12178347759,,,,,,2
403,Haraldsvangen,Haraldsvangen – Ringsaker,61.130927,10.869892,picnic,Rastplatz in der Natur,roadtrip,local_tip,Innlandet,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/847114687,,,,,,2
404,Paradis,Paradis – Gausdal,61.332833,10.068544,picnic,Rastplatz in der Natur,roadtrip,local_tip,Innlandet,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/445142185,,,,,,2
405,Tolvstein syd,Tolvstein syd – Nes,60.109965,11.33428,picnic,Rastplatz in der Natur,roadtrip,local_tip,Akershus,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/7398245666,,https://commons.wikimedia.org/wiki/File:Neskollen_(1).jpg,Tommy Gildseth,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,2
406,Randsetfjellet,Randsetfjellet – Rauma,62.631158,7.440194,picnic,Rastplatz in der Natur,roadtrip,local_tip,Møre og Romsdal,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1883929624,,,,,,2
407,Krigsvollbekken,Krigsvollbekken – Midtre Gauldal,62.738987,10.655917,picnic,Rastplatz in der Natur,roadtrip,local_tip,Trøndelag,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1400109726,,,,,,2
408,Synnerdalen,,62.715669,10.722269,picnic,Rastplatz in der Natur,roadtrip,local_tip,Trøndelag,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/1400109711,,https://commons.wikimedia.org/wiki/File:Synnerdalen_og_Bua.jpg,Cato Edvardsen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,1
409,Nessmoen,,62.949336,10.76277,picnic,Rastplatz in der Natur,roadtrip,local_tip,Trøndelag,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/259777202,,,,,,1
410,Carl Fredrik Hellevang-Larsens plass,,63.052877,7.632266,picnic,Rastplatz in der Natur,roadtrip,local_tip,Møre og Romsdal,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/way/1177921997,,https://commons.wikimedia.org/wiki/File:Aver%C3%B8y_kommunehus.jpg,Rafaele,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,1
411,Tvedestrand,,58.626501,8.924599,picnic,Rastplatz in der Natur,roadtrip,local_tip,Agder,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1675612369,,,,,,1
412,Maryland,,59.707529,6.538483,picnic,Rastplatz in der Natur,roadtrip,local_tip,Rogaland,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/1651595284,,,,,,1
413,Midtfjordsplassen,,58.06424,7.105727,picnic,Rastplatz in der Natur,roadtrip,local_tip,Agder,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/7644368530,,,,,,1
414,Varmestue,,61.470242,10.137513,picnic,Rastplatz in der Natur,roadtrip,local_tip,Innlandet,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/4506966061,,,,,,1
415,Bjøråa,,61.667599,10.885118,picnic,Rastplatz in der Natur,roadtrip,local_tip,Innlandet,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/390955960,,,,,,1
416,Lyngnes,,58.807386,7.790337,picnic,Rastplatz in der Natur,roadtrip,local_tip,Agder,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,72,Teilweise geprüft,https://www.openstreetmap.org/node/829407256,,,,,,1
417,Steinbord,,59.873181,6.653651,picnic,Rastplatz in der Natur,roadtrip,local_tip,Vestland,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/1149150406,,https://commons.wikimedia.org/wiki/File:Folgefonna_from_east.jpg,User:BIL,Public domain,https://commons.wikimedia.org/wiki/Commons:Public_domain,1
418,Osterfloten,,59.413729,6.117276,picnic,Rastplatz in der Natur,roadtrip,local_tip,Rogaland,"Benannter norwegischer Rast-, Grill- oder Picknickplatz – praktisch für spontane Stopps unterwegs.","Ausstattung, Zufahrt, Feuerverbote und Müllregeln vor Ort beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,82,Gut dokumentiert,https://www.openstreetmap.org/node/6525667733,,https://commons.wikimedia.org/wiki/File:Ostasteidn_view_point.jpg,Davide Mauro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,1
419,Slettafossen,Slettafossen – Rauma,62.324524,8.077825,waterfall,Wasserfall,water,local_tip,Møre og Romsdal,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 13 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt (Romsdalsvegen).,72,Teilweise geprüft,https://www.openstreetmap.org/node/10004151386,,,,,,2
420,Florsfossen,,60.792567,5.905217,waterfall,Wasserfall,water,local_tip,Vestland,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 13 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt.,72,Teilweise geprüft,https://www.openstreetmap.org/node/3476237495,,,,,,1
421,Gammelfossen,,63.049195,7.614813,waterfall,Wasserfall,water,local_tip,Møre og Romsdal,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 14 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt.,82,Gut dokumentiert,https://www.openstreetmap.org/node/13143065173,,https://commons.wikimedia.org/wiki/File:Aver%C3%B8y_kommunehus.jpg,Rafaele,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,1
422,Bekkefossen,Bekkefossen – Lærdal,61.077422,7.977606,waterfall,Wasserfall,water,local_tip,Vestland,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 16 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt (Dalen).,72,Teilweise geprüft,https://www.openstreetmap.org/node/11214796669,,,,,,2
423,Bergsfossen,,60.558943,5.993348,waterfall,Wasserfall,water,local_tip,Vestland,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 23 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt (Skarvastølsvegen).,72,Teilweise geprüft,https://www.openstreetmap.org/node/3480856091,,,,,,1
424,Langefossen,,60.839748,6.175036,waterfall,Wasserfall,water,local_tip,Vestland,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 28 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt (Holskarvegen).,72,Teilweise geprüft,https://www.openstreetmap.org/node/494207933,,,,,,1
425,Pøylefossen,,60.781045,5.85655,waterfall,Wasserfall,water,local_tip,Vestland,"Ein weniger international bekannter, benannter Wasserfall in Mittelnorwegen. Die Auswahl bevorzugt Stellen mit kartierter Zufahrt in plausibler Nähe.","Wasserstand, Privatgrund, sicheren Standpunkt und tatsächlichen Fußweg vor Ort prüfen.",Straßennah: ca. 29 m Luftlinie zur nächsten in der Straßenkarte erfassten Zufahrt (Eksingedalsvegen).,82,Gut dokumentiert,https://www.openstreetmap.org/node/3476235604,,https://commons.wikimedia.org/wiki/File:Eikemo_kraftverk.jpg,PeltonMan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,1
