Name,Breitengrad,Längengrad,Kategorie,Kartengruppe,Region,Bekanntheit,Warum empfehlenswert,Hinweis,Zugangscheck,Google Maps,Quelle,Recherchequelle,Datenquelle,Datenlizenz
Kristianvarden,61.380743,10.028121,Lokaler Aussichtspunkt,Natur & besondere Orte,Innlandet,Lokaler Tipp / Empfehlung,"Regional bekannter Aussichtspunkt – oft ein kurzerer, weniger international vermarkteter Stopp.",Parken und Zugang nur an erlaubten Stellen; Wetter und Wegzustand prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=61.380743,10.028121",https://www.openstreetmap.org/node/2396593247,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Plane spotter sight Bunkeren,60.190219,11.071583,Lokaler Aussichtspunkt,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Regional bekannter Aussichtspunkt – oft ein kurzerer, weniger international vermarkteter Stopp.",Parken und Zugang nur an erlaubten Stellen; Wetter und Wegzustand prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.190219,11.071583",https://www.openstreetmap.org/node/6744761003,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Planespotters site,60.175694,11.101575,Lokaler Aussichtspunkt,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Regional bekannter Aussichtspunkt – oft ein kurzerer, weniger international vermarkteter Stopp.",Parken und Zugang nur an erlaubten Stellen; Wetter und Wegzustand prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.175694,11.101575",https://www.openstreetmap.org/node/6744761004,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Nebba,62.563626,7.693231,Lokaler Aussichtspunkt,Natur & besondere Orte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Regional bekannter Aussichtspunkt – oft ein kurzerer, weniger international vermarkteter Stopp.",Parken und Zugang nur an erlaubten Stellen; Wetter und Wegzustand prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=62.563626,7.693231",https://www.openstreetmap.org/node/6567195267,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sjøsanden,58.019552,7.446745,Strand & Badeplatz,Natur & besondere Orte,Agder,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=58.019552,7.446745",https://www.openstreetmap.org/relation/10928014,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Skiphellebukta badeplass,59.638404,10.642471,Strand & Badeplatz,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.638404,10.642471",https://www.openstreetmap.org/way/159520489,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Flømolostrand,62.402108,5.849631,Strand & Badeplatz,Natur & besondere Orte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=62.402108,5.849631",https://www.openstreetmap.org/way/394753928,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sørenga Sjøbad,59.901326,10.750701,Strand & Badeplatz,Natur & besondere Orte,Oslo,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.901326,10.750701",https://www.openstreetmap.org/way/435813605,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Lutvann badeplass,59.917682,10.882097,Strand & Badeplatz,Natur & besondere Orte,Oslo,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.917682,10.882097",https://www.openstreetmap.org/way/1089021283,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Sundveien badeplass,59.865641,10.763324,Strand & Badeplatz,Natur & besondere Orte,Oslo,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.865641,10.763324",https://www.openstreetmap.org/node/11981162894,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Buktafjæra,63.424969,10.141818,Strand & Badeplatz,Natur & besondere Orte,Trøndelag,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.424969,10.141818",https://www.openstreetmap.org/relation/18421253,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Hansbakkfjæra,63.431110,10.542154,Strand & Badeplatz,Natur & besondere Orte,Trøndelag,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.431110,10.542154",https://www.openstreetmap.org/way/816682692,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Grilstadstranda,63.436239,10.512895,Strand & Badeplatz,Natur & besondere Orte,Trøndelag,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.436239,10.512895",https://www.openstreetmap.org/relation/20106862,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Fagerheimbukta,63.448282,10.466425,Strand & Badeplatz,Natur & besondere Orte,Trøndelag,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.448282,10.466425",https://www.openstreetmap.org/way/819257369,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vollane,60.441291,5.315332,Strand & Badeplatz,Natur & besondere Orte,Vestland,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.441291,5.315332",https://www.openstreetmap.org/way/396079045,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Møhlenpris badeplass,60.381981,5.325621,Strand & Badeplatz,Natur & besondere Orte,Vestland,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.381981,5.325621",https://www.openstreetmap.org/way/587310376,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Skjoldbukta,60.312319,5.329213,Strand & Badeplatz,Natur & besondere Orte,Vestland,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.312319,5.329213",https://www.openstreetmap.org/way/700348182,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Nygardsvika friluftsområde,60.357613,5.461299,Strand & Badeplatz,Natur & besondere Orte,Vestland,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.357613,5.461299",https://www.openstreetmap.org/way/1356916981,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Åros stranda,58.074086,7.820678,Strand & Badeplatz,Natur & besondere Orte,Agder,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=58.074086,7.820678",https://www.openstreetmap.org/relation/8233383,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Høllesanden,58.076243,7.812837,Strand & Badeplatz,Natur & besondere Orte,Agder,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=58.076243,7.812837",https://www.openstreetmap.org/way/1088832138,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Torvesanden,58.078368,7.787986,Strand & Badeplatz,Natur & besondere Orte,Agder,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=58.078368,7.787986",https://www.openstreetmap.org/way/354970569,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Storøyspissen,59.887378,10.596341,Strand & Badeplatz,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.887378,10.596341",https://www.openstreetmap.org/way/113937091,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Rolfstangen badestrand,59.890521,10.633997,Strand & Badeplatz,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.890521,10.633997",https://www.openstreetmap.org/way/220624997,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Pelvikodden Badeplass,59.888195,10.634012,Strand & Badeplatz,Natur & besondere Orte,Akershus,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.888195,10.634012",https://www.openstreetmap.org/way/1246174774,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bakkesanden,62.806255,7.830719,Strand & Badeplatz,Natur & besondere Orte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=62.806255,7.830719",https://www.openstreetmap.org/way/818528359,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Munkebukta,59.127024,11.084101,Strand & Badeplatz,Natur & besondere Orte,Østfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.127024,11.084101",https://www.openstreetmap.org/node/253459553,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vispen,59.215314,11.067438,Strand & Badeplatz,Natur & besondere Orte,Østfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.215314,11.067438",https://www.openstreetmap.org/way/66308705,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Rostadneset,59.296646,10.995460,Strand & Badeplatz,Natur & besondere Orte,Østfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.296646,10.995460",https://www.openstreetmap.org/way/363516057,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Glombo brygge,59.207176,10.906336,Strand & Badeplatz,Natur & besondere Orte,Østfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.207176,10.906336",https://www.openstreetmap.org/way/1460859476,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Nordkolvika,63.129445,7.850902,Strand & Badeplatz,Natur & besondere Orte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.129445,7.850902",https://www.openstreetmap.org/node/1372361175,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Skjerva,63.101713,7.730423,Strand & Badeplatz,Natur & besondere Orte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=63.101713,7.730423",https://www.openstreetmap.org/node/1374742832,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Kremmerodden,60.948732,10.642268,Strand & Badeplatz,Natur & besondere Orte,Innlandet,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.948732,10.642268",https://www.openstreetmap.org/relation/11112468,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Borrestranda,59.377144,10.467424,Strand & Badeplatz,Natur & besondere Orte,Vestfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.377144,10.467424",https://www.openstreetmap.org/way/561884726,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Bastøybukta,59.386304,10.520866,Strand & Badeplatz,Natur & besondere Orte,Vestfold,Lokaler Tipp / Empfehlung,"Von Einheimischen genutzter Strand oder Badeplatz, ausgewählt als ruhiger Natur- und Picknickstopp.","Wasser ist oft kalt; Strömung, Wetter, Parkregeln und lokale Hinweise beachten.",Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.386304,10.520866",https://www.openstreetmap.org/way/382736254,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Fisketorget,60.394631,5.323710,Besonderes Geschäft & Markt,Geschäfte & Märkte,Vestland,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.394631,5.323710",https://www.openstreetmap.org/node/25647522,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Vestkanttorvet antikk- og bruktmarked,59.924184,10.713520,Besonderes Geschäft & Markt,Geschäfte & Märkte,Oslo,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.924184,10.713520",https://www.openstreetmap.org/way/1509940247,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Fjordbuda,62.473395,6.156706,Besonderes Geschäft & Markt,Geschäfte & Märkte,Møre og Romsdal,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=62.473395,6.156706",https://www.openstreetmap.org/node/11349736811,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Knappen Handleri,60.525363,5.153819,Besonderes Geschäft & Markt,Geschäfte & Märkte,Vestland,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=60.525363,5.153819",https://www.openstreetmap.org/way/378928107,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
LOKAL Harbitz Torg,59.924324,10.673387,Besonderes Geschäft & Markt,Geschäfte & Märkte,Oslo,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.924324,10.673387",https://www.openstreetmap.org/node/7836627235,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
Avoi Gaver & Interiør,59.942073,10.500621,Besonderes Geschäft & Markt,Geschäfte & Märkte,Akershus,Lokaler Tipp / Empfehlung,"Kleiner Markt, Handwerks-, Design-, Gebraucht- oder Regionalwarenladen mit lokalem Charakter.",Markttage und saisonale Öffnungszeiten vorab prüfen.,Siehe Hinweis im Pin; für diese frühere Auswahl wurde kein einheitlicher Straßenabstands-Check berechnet.,"https://www.google.com/maps/search/?api=1&query=59.942073,10.500621",https://www.openstreetmap.org/node/2607998280,,OpenStreetMap-Mitwirkende; redaktionelle Auswahl und eigene Kurzbeschreibung,ODbL 1.0 (Datenbank); Kurzbeschreibungen als Teil dieser Veröffentlichung
